accx,accy,accz,gx,gy,gz,g,ax,ay,az,a
-10.26,-0.55,-1.64,-10.13,-0.45,-1.56,10.26,-0.13,-0.1,-0.07,0.18
-10.84,0.19,-0.31,-10.27,-0.32,-1.31,10.36,-0.57,0.51,1,1.26
-10.26,-0.08,-1.13,-10.27,-0.27,-1.28,10.35,0.01,0.19,0.15,0.24
-9.75,-0.04,-0.12,-10.16,-0.22,-1.05,10.22,0.41,0.18,0.93,1.03
-10.3,-0.08,0.04,-10.19,-0.19,-0.83,10.23,-0.11,0.12,0.87,0.88
-9.52,0.66,-0.27,-10.06,-0.02,-0.72,10.08,0.54,0.69,0.44,0.98
-10.45,0.39,-0.19,-10.13,0.06,-0.61,10.15,-0.32,0.33,0.42,0.62
-9.91,0.86,0.08,-10.09,0.22,-0.47,10.1,0.18,0.64,0.55,0.86
-10.06,0.39,0.19,-10.08,0.25,-0.34,10.09,0.02,0.14,0.54,0.55
-11.7,0.12,-1.21,-10.41,0.23,-0.51,10.42,-1.29,-0.11,-0.69,1.47
-9.48,0.47,0.39,-10.22,0.27,-0.33,10.23,0.74,0.19,0.72,1.06
-10.3,0.35,0.23,-10.24,0.29,-0.22,10.24,-0.06,0.06,0.45,0.46
-10.26,0.58,0.43,-10.24,0.35,-0.09,10.25,-0.02,0.24,0.52,0.57
-10.18,0.55,0.58,-10.23,0.39,0.04,10.24,0.05,0.16,0.54,0.56
-9.79,0.55,0.19,-10.14,0.42,0.07,10.15,0.35,0.13,0.12,0.39
-10.41,0.55,0.62,-10.19,0.45,0.18,10.21,-0.22,0.1,0.44,0.5
-10.92,0.47,0.51,-10.34,0.45,0.25,10.35,-0.58,0.02,0.26,0.64
-9.94,0.39,0.19,-10.26,0.44,0.24,10.27,0.32,-0.05,-0.04,0.32
-10.1,0.35,0.12,-10.23,0.42,0.21,10.24,0.13,-0.07,-0.1,0.17
-10.41,0.35,0.78,-10.27,0.41,0.33,10.28,-0.15,-0.06,0.45,0.48
-9.75,0.27,0.27,-10.16,0.38,0.32,10.17,0.41,-0.11,-0.04,0.43
-10.61,0.35,-0.39,-10.25,0.37,0.18,10.26,-0.36,-0.02,-0.57,0.67
-10.06,0.31,-0.39,-10.21,0.36,0.06,10.22,0.15,-0.05,-0.45,0.48
-9.83,0.27,-0.23,-10.14,0.34,0,10.14,0.31,-0.07,-0.24,0.4
-10.45,0.27,-0.55,-10.2,0.33,-0.11,10.21,-0.25,-0.06,-0.44,0.51
-10.3,0.16,-1.05,-10.22,0.29,-0.3,10.23,-0.08,-0.14,-0.76,0.77
-10.02,0.12,-1.91,-10.18,0.26,-0.62,10.2,0.16,-0.14,-1.29,1.31
-9.94,0.47,-0.9,-10.13,0.3,-0.67,10.16,0.19,0.17,-0.22,0.34
-11.19,0.12,-0.9,-10.34,0.26,-0.72,10.37,-0.85,-0.15,-0.18,0.88
-10.02,-0.12,-1.01,-10.28,0.19,-0.78,10.31,0.26,-0.31,-0.24,0.46
-9.59,0.04,-0.55,-10.14,0.16,-0.73,10.17,0.55,-0.12,0.19,0.59
-10.1,0.12,-0.66,-10.13,0.15,-0.72,10.16,0.03,-0.03,0.05,0.07
-10.37,0.19,-0.47,-10.18,0.16,-0.67,10.21,-0.19,0.04,0.2,0.28
-9.87,0.43,-0.74,-10.12,0.21,-0.68,10.14,0.25,0.22,-0.06,0.34
-10.06,0.47,-1.87,-10.11,0.26,-0.92,10.15,0.05,0.2,-0.95,0.97
-10.14,0.35,-1.25,-10.11,0.28,-0.99,10.17,-0.03,0.07,-0.26,0.27
-9.79,0.51,-1.37,-10.05,0.33,-1.06,10.11,0.26,0.18,-0.3,0.44
-9.94,0.35,-2.18,-10.03,0.33,-1.29,10.12,0.08,0.02,-0.9,0.9
-9.75,0.19,-0.82,-9.97,0.3,-1.19,10.05,0.22,-0.11,0.37,0.45
-10.1,0.78,-0.51,-10,0.4,-1.06,10.06,-0.1,0.38,0.55,0.68
-10.22,0.31,-0.27,-10.04,0.38,-0.9,10.09,-0.18,-0.07,0.63,0.65
-10.18,0.19,-1.4,-10.07,0.34,-1,10.13,-0.11,-0.15,-0.4,0.44
-9.98,-0.04,-1.48,-10.05,0.27,-1.1,10.12,0.07,-0.31,-0.39,0.5
-9.98,0.16,-0.39,-10.04,0.25,-0.96,10.09,0.05,-0.09,0.57,0.57
-10.53,0.08,-0.04,-10.14,0.21,-0.77,10.17,-0.39,-0.13,0.73,0.84
-9.83,0.31,-0.16,-10.08,0.23,-0.65,10.1,0.25,0.08,0.49,0.56
-10.22,0.16,-0.16,-10.1,0.22,-0.55,10.12,-0.11,-0.06,0.39,0.41
-9.91,0.12,-0.23,-10.06,0.2,-0.49,10.08,0.16,-0.08,0.25,0.31
-10.06,0.23,0.08,-10.06,0.2,-0.37,10.07,0,0.03,0.45,0.45
-9.98,0.39,-0.35,-10.05,0.24,-0.37,10.06,0.06,0.15,0.02,0.16
-9.98,0.39,0.04,-10.04,0.27,-0.29,10.04,0.05,0.12,0.33,0.35
-10.18,0.19,0.47,-10.06,0.26,-0.14,10.07,-0.12,-0.06,0.6,0.62
-10.26,0.43,0.08,-10.1,0.29,-0.09,10.11,-0.15,0.14,0.17,0.27
-9.63,0.19,-0.23,-10.01,0.27,-0.12,10.01,0.38,-0.08,-0.11,0.4
-10.22,0.39,0.47,-10.05,0.3,0,10.05,-0.17,0.09,0.47,0.51
-10.02,0.23,-0.39,-10.04,0.28,-0.08,10.05,0.02,-0.05,-0.31,0.31
-10.02,0.27,0.39,-10.04,0.28,0.01,10.04,0.02,-0.01,0.38,0.38
-10.18,0.55,-0.12,-10.07,0.33,-0.01,10.07,-0.11,0.21,-0.1,0.26
-10.14,0.23,-0.19,-10.08,0.31,-0.05,10.09,-0.06,-0.08,-0.15,0.18
-9.71,0.39,0.16,-10.01,0.33,-0.01,10.01,0.3,0.06,0.16,0.35
-10.34,0.08,-0.04,-10.07,0.28,-0.01,10.08,-0.26,-0.2,-0.02,0.33
-10.37,0.23,0.04,-10.13,0.27,0,10.14,-0.24,-0.04,0.04,0.25
-10.26,0.19,-0.12,-10.16,0.25,-0.03,10.16,-0.1,-0.06,-0.09,0.15
-10.22,0.08,-0.23,-10.17,0.22,-0.07,10.17,-0.05,-0.14,-0.17,0.22
-10.14,0.31,0.19,-10.16,0.24,-0.02,10.17,0.02,0.07,0.21,0.22
-10.14,0.35,-0.62,-10.16,0.26,-0.14,10.16,0.02,0.09,-0.49,0.5
-9.59,0.47,-0.16,-10.05,0.3,-0.14,10.05,0.45,0.17,-0.02,0.48
-10.57,0.23,-0.19,-10.15,0.29,-0.15,10.16,-0.42,-0.05,-0.04,0.42
-9.87,0.58,0.74,-10.09,0.35,0.03,10.1,0.23,0.24,0.71,0.79
-10.02,0.58,0.66,-10.08,0.4,0.15,10.09,0.06,0.19,0.51,0.55
-9.94,0.35,1.13,-10.05,0.39,0.35,10.07,0.11,-0.04,0.78,0.79
-10.69,0.31,0.23,-10.18,0.37,0.33,10.19,-0.51,-0.06,-0.09,0.52
-9.79,0.35,-0.62,-10.1,0.37,0.14,10.11,0.31,-0.02,-0.76,0.82
-9.52,0.19,-0.19,-9.98,0.33,0.07,9.99,0.47,-0.14,-0.27,0.56
-10.73,0.35,-0.08,-10.13,0.34,0.04,10.14,-0.59,0.01,-0.12,0.6
-10.49,0.08,-0.16,-10.2,0.28,0,10.21,-0.29,-0.21,-0.16,0.39
-9.67,0.31,0.08,-10.1,0.29,0.02,10.1,0.43,0.02,0.06,0.43
-10.22,0.74,-0.66,-10.12,0.38,-0.12,10.13,-0.1,0.36,-0.54,0.66
-10.3,0.19,0.08,-10.16,0.34,-0.08,10.16,-0.14,-0.15,0.16,0.26
-9.4,0.51,-0.39,-10.01,0.38,-0.14,10.01,0.61,0.13,-0.25,0.67
-10.45,0.51,-0.55,-10.09,0.4,-0.22,10.1,-0.36,0.1,-0.32,0.49
-10.26,0.08,-0.12,-10.13,0.34,-0.2,10.13,-0.13,-0.26,0.08,0.3
-9.83,0.19,0,-10.07,0.31,-0.16,10.07,0.24,-0.11,0.16,0.31
-10.3,0.58,-0.74,-10.11,0.36,-0.28,10.12,-0.18,0.22,-0.46,0.55
-9.67,0.23,0.04,-10.02,0.34,-0.21,10.03,0.35,-0.1,0.25,0.45
-10.3,0.43,-0.43,-10.08,0.36,-0.26,10.09,-0.22,0.07,-0.17,0.29
-10.22,0.27,0.08,-10.11,0.34,-0.19,10.11,-0.11,-0.07,0.27,0.3
-10.14,0.19,-0.31,-10.11,0.31,-0.21,10.12,-0.03,-0.12,-0.1,0.15
-10.1,0.62,-0.55,-10.11,0.37,-0.28,10.12,0.01,0.25,-0.27,0.37
-10.14,0.43,-0.66,-10.12,0.38,-0.36,10.13,-0.02,0.04,-0.31,0.31
-10.02,0.39,-0.23,-10.1,0.39,-0.33,10.11,0.08,0,0.1,0.12
-10.06,0.39,-0.27,-10.09,0.39,-0.32,10.1,0.03,0,0.05,0.06
-10.06,0.55,-0.08,-10.09,0.42,-0.27,10.1,0.02,0.13,0.19,0.23
-9.79,0.35,-0.12,-10.03,0.4,-0.24,10.04,0.24,-0.05,0.12,0.27
-9.91,0.58,-0.47,-10,0.44,-0.29,10.02,0.1,0.14,-0.18,0.25
-9.83,0.55,-0.51,-9.97,0.46,-0.33,9.98,0.14,0.08,-0.18,0.24
-10.3,0.62,-0.55,-10.03,0.49,-0.37,10.05,-0.26,0.13,-0.17,0.34
-9.94,0.31,-0.7,-10.02,0.46,-0.44,10.04,0.07,-0.15,-0.26,0.31
-10.34,0.23,-0.78,-10.08,0.41,-0.51,10.1,-0.26,-0.18,-0.27,0.41
-9.87,0.62,-1.01,-10.04,0.46,-0.61,10.07,0.17,0.17,-0.41,0.47
-9.67,0.58,-0.82,-9.96,0.48,-0.65,10,0.29,0.1,-0.17,0.35
-10.1,0.04,-1.01,-9.99,0.39,-0.72,10.03,-0.11,-0.35,-0.29,0.47
-10.18,0.12,-0.78,-10.03,0.34,-0.73,10.06,-0.15,-0.22,-0.05,0.27
-10.22,0.35,-0.23,-10.07,0.34,-0.63,10.09,-0.15,0.01,0.4,0.43
-10.18,0.23,-0.35,-10.09,0.32,-0.58,10.11,-0.09,-0.09,0.23,0.26
-10.18,0.31,-0.7,-10.11,0.32,-0.6,10.13,-0.07,-0.01,-0.1,0.12
-9.98,0.58,-0.74,-10.08,0.37,-0.63,10.11,0.1,0.21,-0.11,0.26
-10.02,0.66,-0.31,-10.07,0.43,-0.57,10.1,0.05,0.23,0.25,0.35
-10.18,0.55,-0.35,-10.09,0.45,-0.52,10.12,-0.09,0.09,0.17,0.21
-9.94,0.47,-0.62,-10.06,0.46,-0.54,10.09,0.12,0.01,-0.08,0.14
-10.06,0.62,-0.35,-10.06,0.49,-0.51,10.09,0,0.13,0.15,0.2
-10.06,0.31,-0.27,-10.06,0.45,-0.46,10.08,0,-0.14,0.19,0.23
-10.06,0.23,-0.35,-10.06,0.41,-0.44,10.08,0,-0.18,0.09,0.2
-9.98,0.7,0.35,-10.05,0.47,-0.28,10.06,0.06,0.23,0.63,0.68
-10.34,0.58,0.78,-10.1,0.49,-0.07,10.12,-0.23,0.09,0.85,0.88
-9.98,0.31,0.51,-10.08,0.46,0.05,10.09,0.1,-0.14,0.46,0.49
-9.91,0.62,0.35,-10.05,0.49,0.11,10.06,0.14,0.13,0.24,0.31
-10.14,0.7,0.62,-10.06,0.53,0.21,10.08,-0.08,0.17,0.41,0.45
-10.3,0.62,0.31,-10.11,0.55,0.23,10.13,-0.19,0.07,0.08,0.22
-9.91,0.74,0.31,-10.07,0.59,0.25,10.09,0.16,0.15,0.06,0.23
-10.02,0.78,0.12,-10.06,0.63,0.22,10.08,0.04,0.15,-0.1,0.19
-10.06,0.86,0.16,-10.06,0.67,0.21,10.09,0,0.18,-0.05,0.19
-10.1,0.55,0.08,-10.07,0.65,0.18,10.09,-0.03,-0.1,-0.1,0.15
-10.06,0.7,-0.51,-10.07,0.66,0.04,10.09,0.01,0.04,-0.55,0.55
-9.94,0.66,-1.25,-10.04,0.66,-0.21,10.07,0.1,0,-1.03,1.04
-10.26,0.39,-0.78,-10.09,0.61,-0.33,10.11,-0.17,-0.22,-0.45,0.53
-10.14,0.35,-0.27,-10.1,0.55,-0.32,10.12,-0.04,-0.2,0.04,0.21
-9.91,0.7,-0.82,-10.06,0.58,-0.42,10.08,0.15,0.12,-0.4,0.45
-9.71,0.86,0,-9.99,0.64,-0.33,10.01,0.28,0.22,0.33,0.49
-10.37,0.82,-0.04,-10.07,0.67,-0.27,10.09,-0.31,0.14,0.24,0.41
-10.22,0.58,0.27,-10.1,0.66,-0.17,10.12,-0.12,-0.07,0.44,0.46
-9.94,0.58,0.16,-10.07,0.64,-0.1,10.09,0.12,-0.06,0.26,0.29
-10.22,0.55,0.27,-10.1,0.62,-0.03,10.12,-0.12,-0.08,0.3,0.33
-10.18,0.47,0.43,-10.11,0.59,0.06,10.13,-0.07,-0.12,0.36,0.39
-10.1,0.43,0.23,-10.11,0.56,0.1,10.13,0.01,-0.13,0.14,0.19
-9.98,0.43,-0.19,-10.09,0.53,0.04,10.1,0.1,-0.1,-0.23,0.28
-9.94,0.58,-0.23,-10.06,0.54,-0.01,10.07,0.11,0.04,-0.22,0.25
-10.06,0.51,-0.94,-10.06,0.54,-0.2,10.07,0,-0.03,-0.74,0.74
-9.94,0.78,-0.35,-10.04,0.59,-0.23,10.06,0.09,0.19,-0.12,0.25
-10.06,0.58,-0.43,-10.04,0.59,-0.27,10.06,-0.02,0,-0.16,0.16
-9.91,0.66,-0.08,-10.01,0.6,-0.23,10.03,0.11,0.06,0.15,0.2
-10.14,0.58,-0.51,-10.04,0.6,-0.29,10.06,-0.1,-0.01,-0.22,0.24
-10.14,0.35,-0.23,-10.06,0.55,-0.28,10.08,-0.08,-0.2,0.04,0.22
-9.98,0.39,-0.19,-10.04,0.52,-0.26,10.06,0.06,-0.13,0.06,0.15
-10.18,0.7,-0.94,-10.07,0.55,-0.39,10.09,-0.11,0.15,-0.54,0.57
-10.14,0.51,-0.35,-10.08,0.54,-0.39,10.11,-0.06,-0.04,0.04,0.08
-9.83,0.55,-0.16,-10.03,0.54,-0.34,10.05,0.21,0,0.18,0.28
-10.22,0.51,-0.7,-10.07,0.54,-0.41,10.09,-0.15,-0.03,-0.29,0.33
-9.94,0.47,0.16,-10.05,0.52,-0.3,10.06,0.1,-0.06,0.45,0.47
-9.87,0.74,-0.43,-10.01,0.57,-0.32,10.03,0.14,0.17,-0.1,0.25
-10.06,0.7,-0.47,-10.02,0.59,-0.35,10.04,-0.04,0.11,-0.11,0.16
-10.18,0.43,-1.33,-10.05,0.56,-0.55,10.08,-0.13,-0.13,-0.78,0.8
-9.75,0.47,-1.75,-9.99,0.54,-0.79,10.04,0.24,-0.07,-0.97,1
-9.98,0.47,-0.82,-9.99,0.53,-0.8,10.04,0.01,-0.06,-0.02,0.06
-10.22,0.47,-1.01,-10.04,0.52,-0.84,10.08,-0.18,-0.05,-0.17,0.26
-10.06,0.23,-0.51,-10.04,0.46,-0.77,10.08,-0.02,-0.23,0.27,0.35
-9.98,0.82,-0.86,-10.03,0.53,-0.79,10.07,0.05,0.29,-0.07,0.3
-10.14,0.62,-0.62,-10.05,0.55,-0.76,10.1,-0.09,0.07,0.13,0.18
-10.06,0.27,-0.43,-10.05,0.49,-0.69,10.09,-0.01,-0.22,0.26,0.34
-9.87,0.74,-0.58,-10.02,0.54,-0.67,10.05,0.15,0.2,0.08,0.26
-10.14,0.74,-0.78,-10.04,0.58,-0.69,10.08,-0.1,0.16,-0.09,0.21
-9.94,0.51,-0.94,-10.02,0.57,-0.74,10.07,0.08,-0.06,-0.2,0.22
-9.98,0.74,-0.58,-10.01,0.6,-0.71,10.06,0.03,0.14,0.12,0.19
-10.26,0.47,-0.78,-10.06,0.58,-0.72,10.11,-0.19,-0.11,-0.06,0.23
-9.91,0.62,-0.47,-10.03,0.59,-0.67,10.07,0.13,0.04,0.2,0.24
-10.02,0.62,-0.66,-10.03,0.59,-0.67,10.07,0.01,0.03,0.01,0.03
-9.87,0.55,-1.13,-10,0.58,-0.76,10.04,0.13,-0.04,-0.37,0.39
-9.94,0.23,-1.56,-9.99,0.51,-0.92,10.04,0.04,-0.28,-0.64,0.7
-9.79,0.47,-0.9,-9.95,0.5,-0.92,10,0.16,-0.04,0.02,0.16
-10.22,0.23,-0.31,-10,0.45,-0.8,10.04,-0.22,-0.22,0.48,0.57
-10.1,0.58,-0.27,-10.02,0.48,-0.69,10.06,-0.08,0.11,0.42,0.44
-10.18,0.62,-0.16,-10.05,0.51,-0.58,10.08,-0.13,0.12,0.43,0.46
-10.06,0.39,-0.27,-10.05,0.48,-0.52,10.08,-0.01,-0.09,0.25,0.27
-10.06,0.62,-0.31,-10.06,0.51,-0.48,10.08,-0.01,0.11,0.17,0.2
-10.02,0.7,-0.08,-10.05,0.55,-0.4,10.07,0.03,0.15,0.32,0.36
-10.1,0.58,-0.23,-10.06,0.56,-0.37,10.08,-0.04,0.03,0.13,0.14
-10.06,0.51,-0.16,-10.06,0.55,-0.32,10.08,0,-0.04,0.17,0.17
-10.1,0.51,0.19,-10.07,0.54,-0.22,10.09,-0.03,-0.03,0.42,0.42
-10.14,0.66,0.58,-10.08,0.56,-0.06,10.1,-0.06,0.1,0.64,0.65
-10.18,0.7,0.35,-10.1,0.59,0.02,10.12,-0.08,0.11,0.33,0.35
-9.91,0.94,0.47,-10.06,0.66,0.11,10.09,0.16,0.28,0.36,0.48
-10.18,0.66,0.08,-10.09,0.66,0.1,10.11,-0.09,0,-0.03,0.1
-9.83,0.66,0.51,-10.03,0.66,0.19,10.06,0.21,0,0.32,0.38
-10.14,0.86,0.08,-10.06,0.7,0.16,10.08,-0.08,0.16,-0.09,0.2
-10.1,0.66,-0.08,-10.06,0.69,0.12,10.09,-0.04,-0.03,-0.19,0.2
-10.22,0.43,0.08,-10.1,0.64,0.11,10.12,-0.12,-0.21,-0.03,0.25
-9.87,0.62,-0.43,-10.05,0.64,0,10.07,0.18,-0.01,-0.43,0.47
-9.91,0.58,-1.52,-10.02,0.63,-0.3,10.05,0.11,-0.04,-1.22,1.22
-10.02,0.62,-0.66,-10.02,0.63,-0.38,10.05,0,0,-0.29,0.29
-10.02,0.82,-0.78,-10.02,0.66,-0.46,10.05,0,0.15,-0.32,0.36
-10.14,0.43,-0.86,-10.05,0.62,-0.54,10.08,-0.09,-0.19,-0.32,0.38
-10.06,0.39,-0.35,-10.05,0.57,-0.5,10.08,-0.01,-0.18,0.15,0.24
-10.22,0.7,-0.94,-10.08,0.6,-0.59,10.12,-0.14,0.1,-0.35,0.39
-10.02,0.51,-0.98,-10.07,0.58,-0.66,10.11,0.05,-0.07,-0.31,0.32
-9.98,0.43,-0.98,-10.05,0.55,-0.73,10.09,0.07,-0.12,-0.25,0.28
-10.22,0.55,-0.58,-10.09,0.55,-0.7,10.13,-0.13,0,0.11,0.17
-10.14,0.58,-0.58,-10.1,0.56,-0.68,10.13,-0.04,0.03,0.09,0.1
-9.91,0.74,-0.86,-10.06,0.59,-0.71,10.1,0.15,0.15,-0.15,0.26
-10.06,0.55,-0.86,-10.06,0.58,-0.74,10.1,0,-0.04,-0.12,0.12
-9.59,0.78,1.09,-9.97,0.62,-0.37,9.99,0.37,0.16,1.47,1.52
-10.49,0.66,0.82,-10.07,0.63,-0.14,10.09,-0.42,0.03,0.95,1.04
-10.06,0.7,1.05,-10.07,0.65,0.1,10.09,0.01,0.06,0.95,0.95
-9.87,0.74,0.94,-10.03,0.66,0.27,10.05,0.16,0.08,0.67,0.69
-10.1,0.78,0.19,-10.04,0.69,0.25,10.07,-0.06,0.09,-0.06,0.12
-10.41,0.58,-0.47,-10.12,0.67,0.11,10.14,-0.3,-0.08,-0.58,0.65
-9.91,0.78,-1.17,-10.08,0.69,-0.15,10.1,0.17,0.09,-1.02,1.04
-9.94,0.7,-0.86,-10.05,0.69,-0.29,10.08,0.1,0.01,-0.57,0.58
-10.26,0.7,-0.35,-10.09,0.69,-0.3,10.12,-0.17,0.01,-0.05,0.17
-10.1,0.78,-0.43,-10.09,0.71,-0.33,10.12,-0.01,0.07,-0.1,0.12
-9.94,0.31,-0.47,-10.06,0.63,-0.35,10.09,0.12,-0.32,-0.11,0.36
-10.14,0.7,-0.9,-10.08,0.65,-0.46,10.11,-0.06,0.06,-0.43,0.44
-10.1,0.55,-0.19,-10.08,0.63,-0.41,10.11,-0.02,-0.08,0.21,0.23
-9.91,0.58,-0.35,-10.05,0.62,-0.4,10.07,0.14,-0.03,0.05,0.15
-9.98,0.82,-0.31,-10.03,0.66,-0.38,10.06,0.05,0.16,0.07,0.18
-10.06,0.74,-0.78,-10.04,0.67,-0.46,10.07,-0.02,0.07,-0.32,0.33
-10.02,0.86,-0.62,-10.04,0.71,-0.49,10.07,0.01,0.15,-0.13,0.2
-9.98,0.55,-0.04,-10.03,0.68,-0.4,10.06,0.04,-0.13,0.36,0.39
-10.22,0.7,-0.62,-10.06,0.68,-0.45,10.1,-0.15,0.02,-0.18,0.24
-10.06,0.55,-0.23,-10.06,0.66,-0.4,10.09,0,-0.11,0.17,0.2
-9.91,0.74,-0.23,-10.03,0.67,-0.37,10.06,0.13,0.07,0.14,0.2
-10.02,0.94,-0.78,-10.03,0.73,-0.45,10.07,0.01,0.21,-0.33,0.39
-9.91,0.74,-0.43,-10.01,0.73,-0.45,10.04,0.1,0.01,0.02,0.1
-10.1,0.9,-0.94,-10.02,0.76,-0.55,10.07,-0.08,0.13,-0.39,0.42
-10.18,0.62,-0.43,-10.06,0.73,-0.52,10.1,-0.12,-0.11,0.09,0.19
-9.91,0.7,0,-10.03,0.73,-0.42,10.06,0.12,-0.03,0.42,0.44
-10.22,0.62,-0.78,-10.06,0.71,-0.49,10.1,-0.15,-0.08,-0.29,0.34
-10.1,0.55,-0.16,-10.07,0.67,-0.42,10.1,-0.03,-0.13,0.27,0.3
-9.91,0.82,-0.08,-10.04,0.7,-0.35,10.07,0.13,0.12,0.28,0.33
-10.06,0.98,-0.66,-10.04,0.76,-0.42,10.08,-0.02,0.22,-0.25,0.33
-10.14,0.7,-0.86,-10.06,0.75,-0.5,10.1,-0.08,-0.04,-0.35,0.36
-10.14,0.58,-0.31,-10.08,0.71,-0.47,10.11,-0.06,-0.13,0.15,0.21
-9.98,0.47,-0.08,-10.06,0.67,-0.39,10.09,0.08,-0.2,0.31,0.38
-9.94,0.86,-0.55,-10.04,0.7,-0.42,10.07,0.09,0.15,-0.13,0.22
-9.91,0.82,-0.16,-10.01,0.73,-0.37,10.04,0.1,0.09,0.21,0.25
-10.1,0.62,-1.17,-10.03,0.71,-0.53,10.07,-0.07,-0.08,-0.64,0.65
-10.26,0.51,-0.43,-10.07,0.67,-0.51,10.11,-0.18,-0.16,0.08,0.26
-9.94,0.51,-0.16,-10.05,0.63,-0.44,10.08,0.1,-0.13,0.28,0.33
-9.87,0.66,-0.19,-10.01,0.64,-0.39,10.04,0.15,0.02,0.19,0.24
-10.06,0.94,-0.7,-10.02,0.7,-0.45,10.06,-0.04,0.24,-0.25,0.35
-10.22,0.55,-0.74,-10.06,0.67,-0.51,10.1,-0.16,-0.12,-0.23,0.31
-10.14,0.43,-0.35,-10.08,0.62,-0.48,10.11,-0.06,-0.19,0.13,0.24
-9.98,0.78,-0.04,-10.06,0.65,-0.39,10.09,0.07,0.13,0.35,0.38
-10.06,0.86,-0.7,-10.06,0.69,-0.45,10.09,0,0.16,-0.25,0.3
-9.94,0.39,-0.12,-10.04,0.63,-0.39,10.06,0.09,-0.24,0.27,0.37
-9.83,0.66,-0.35,-9.99,0.64,-0.38,10.02,0.17,0.02,0.03,0.17
-10.18,0.66,-0.35,-10.03,0.64,-0.37,10.06,-0.15,0.02,0.02,0.15
-10.22,0.78,-1.52,-10.07,0.67,-0.6,10.11,-0.15,0.11,-0.92,0.94
-9.94,0.78,-1.25,-10.04,0.69,-0.73,10.09,0.1,0.09,-0.52,0.53
-10.1,0.35,-0.58,-10.06,0.62,-0.7,10.1,-0.05,-0.27,0.12,0.3
-10.02,0.86,-0.98,-10.05,0.67,-0.76,10.1,0.03,0.19,-0.22,0.29
-10.18,0.66,-0.9,-10.07,0.67,-0.78,10.13,-0.1,-0.01,-0.11,0.15
-10.1,0.43,-0.58,-10.08,0.62,-0.74,10.13,-0.02,-0.19,0.16,0.25
-9.94,0.58,-0.7,-10.05,0.61,-0.74,10.1,0.11,-0.03,0.03,0.12
-10.06,0.9,-1.05,-10.05,0.67,-0.8,10.11,-0.01,0.23,-0.25,0.34
-10.18,0.51,-0.86,-10.08,0.64,-0.81,10.13,-0.1,-0.13,-0.05,0.17
-9.98,0.39,-0.19,-10.06,0.59,-0.69,10.1,0.08,-0.2,0.49,0.54
-9.91,0.78,-0.39,-10.03,0.63,-0.63,10.07,0.12,0.15,0.24,0.31
-9.83,0.74,-0.19,-9.99,0.65,-0.54,10.03,0.16,0.09,0.35,0.39
-10.65,0.7,0.47,-10.12,0.66,-0.34,10.15,-0.53,0.04,0.81,0.96
-9.91,0.86,0.16,-10.08,0.7,-0.24,10.11,0.17,0.16,0.4,0.46
-10.14,0.66,-0.47,-10.09,0.69,-0.29,10.12,-0.05,-0.03,-0.18,0.19
-10.26,0.66,-0.19,-10.12,0.69,-0.27,10.15,-0.13,-0.02,0.07,0.15
-10.06,0.51,0.16,-10.11,0.65,-0.18,10.13,0.05,-0.14,0.34,0.37
-9.94,0.82,-0.66,-10.08,0.68,-0.28,10.11,0.13,0.13,-0.38,0.43
-9.98,0.74,-1.01,-10.06,0.7,-0.43,10.09,0.08,0.05,-0.59,0.59
-9.98,0.62,-1.33,-10.04,0.68,-0.61,10.09,0.06,-0.06,-0.72,0.72
-10.18,0.23,-0.51,-10.07,0.59,-0.59,10.11,-0.11,-0.36,0.08,0.38
-10.14,0.74,-0.94,-10.08,0.62,-0.66,10.13,-0.06,0.12,-0.28,0.31
-10.14,0.47,-0.82,-10.1,0.59,-0.69,10.14,-0.04,-0.12,-0.13,0.18
-9.98,0.31,-0.58,-10.07,0.54,-0.67,10.11,0.09,-0.22,0.08,0.25
-9.94,0.82,-1.09,-10.05,0.59,-0.75,10.09,0.1,0.23,-0.34,0.42
-10.06,0.47,-0.94,-10.05,0.57,-0.79,10.1,-0.01,-0.1,-0.15,0.18
-9.91,0.7,-0.55,-10.02,0.59,-0.74,10.07,0.12,0.11,0.19,0.25
-10.06,0.9,-0.98,-10.03,0.65,-0.79,10.08,-0.03,0.24,-0.19,0.31
-10.14,0.55,-0.78,-10.05,0.63,-0.79,10.1,-0.09,-0.09,0.01,0.12
-10.02,0.35,-0.55,-10.05,0.58,-0.74,10.09,0.02,-0.23,0.19,0.3
-10.02,0.82,-0.39,-10.04,0.63,-0.67,10.08,0.02,0.19,0.28,0.34
-10.02,0.62,-1.17,-10.04,0.62,-0.77,10.09,0.01,0,-0.4,0.4
-9.98,0.58,0.08,-10.03,0.62,-0.6,10.06,0.04,-0.03,0.68,0.68
-10.3,0.35,0.47,-10.08,0.56,-0.39,10.1,-0.22,-0.21,0.85,0.91
-9.94,0.82,0.04,-10.05,0.61,-0.3,10.08,0.11,0.2,0.34,0.41
-9.94,0.78,-0.31,-10.03,0.65,-0.3,10.06,0.09,0.13,-0.01,0.16
-9.98,0.55,0.55,-10.02,0.63,-0.13,10.04,0.04,-0.08,0.68,0.69
-9.91,0.9,0.27,-10,0.68,-0.05,10.02,0.09,0.22,0.33,0.4
-10.02,0.82,-0.31,-10,0.71,-0.1,10.03,-0.02,0.11,-0.21,0.24
-9.94,0.58,-0.23,-9.99,0.68,-0.13,10.02,0.05,-0.1,-0.1,0.15
